"filename", "language", "Java", "YAML", "Java Properties", "MS SQL", "XML", "Batch", "Docker", "TypeScript JSX", "PostCSS", "TypeScript", "Properties", "JSON with Comments", "JavaScript", "JSON", "HTML", "comment", "blank", "total"
"/Users/shenyc/code/se/school_manager/backend/src/main/resources/db/migration/V3__approval_multi_assignee_and_attachments.sql", "MS SQL", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 48
"/Users/shenyc/code/se/school_manager/backend/src/main/resources/db/migration/V4__party_league_stage_progress.sql", "MS SQL", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"/Users/shenyc/code/se/school_manager/docker-compose.yml", "YAML", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 60
"/Users/shenyc/code/se/school_manager/frontend/Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"/Users/shenyc/code/se/school_manager/frontend/eslint.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 2, 23
"/Users/shenyc/code/se/school_manager/frontend/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 1, 14
"/Users/shenyc/code/se/school_manager/frontend/nginx.conf", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 4, 20
"/Users/shenyc/code/se/school_manager/frontend/package-lock.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2796, 0, 0, 1, 2797
"/Users/shenyc/code/se/school_manager/frontend/package.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 1, 32
"/Users/shenyc/code/se/school_manager/frontend/public/favicon.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/shenyc/code/se/school_manager/frontend/public/icons.svg", "XML", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"/Users/shenyc/code/se/school_manager/frontend/src/App.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 27, 185
"/Users/shenyc/code/se/school_manager/frontend/src/App.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 2, 35
"/Users/shenyc/code/se/school_manager/frontend/src/api.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 11, 58
"/Users/shenyc/code/se/school_manager/frontend/src/assets/react.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/shenyc/code/se/school_manager/frontend/src/assets/vite.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/shenyc/code/se/school_manager/frontend/src/auth.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 13, 83
"/Users/shenyc/code/se/school_manager/frontend/src/components/Layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 7, 84
"/Users/shenyc/code/se/school_manager/frontend/src/components/RequireAuth.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"/Users/shenyc/code/se/school_manager/frontend/src/index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 198, 0, 0, 0, 0, 0, 0, 0, 35, 233
"/Users/shenyc/code/se/school_manager/frontend/src/main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"/Users/shenyc/code/se/school_manager/frontend/src/pages/ApprovalApplyPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 183, 0, 0, 0, 0, 0, 0, 0, 0, 16, 199
"/Users/shenyc/code/se/school_manager/frontend/src/pages/ApprovalsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0, 0, 0, 0, 26, 317
"/Users/shenyc/code/se/school_manager/frontend/src/pages/HomePage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 183, 0, 0, 0, 0, 0, 0, 0, 3, 18, 204
"/Users/shenyc/code/se/school_manager/frontend/src/pages/LoginPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 4, 57
"/Users/shenyc/code/se/school_manager/frontend/src/pages/PendingPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 250, 0, 0, 0, 0, 0, 0, 0, 0, 20, 270
"/Users/shenyc/code/se/school_manager/frontend/src/pages/PolicyPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 0, 0, 0, 1, 18, 298
"/Users/shenyc/code/se/school_manager/frontend/src/pages/ProfilePage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 389, 0, 0, 0, 0, 0, 0, 0, 0, 29, 418
"/Users/shenyc/code/se/school_manager/frontend/src/pages/QaPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 7, 75
"/Users/shenyc/code/se/school_manager/frontend/src/pages/StudentDetailPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 13, 171
"/Users/shenyc/code/se/school_manager/frontend/src/pages/StudentsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 10, 87
"/Users/shenyc/code/se/school_manager/frontend/tsconfig.app.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 2, 3, 26
"/Users/shenyc/code/se/school_manager/frontend/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/shenyc/code/se/school_manager/frontend/tsconfig.node.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 2, 3, 25
"/Users/shenyc/code/se/school_manager/frontend/vite.config.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 2, 16
"Total", "-", 3553, 56, 18, 224, 135, 139, 22, 2134, 356, 60, 16, 7, 21, 2868, 13, 35, 1142, 10799
